#separator:tab
#html:true
#notetype:Basic
#deck:Databricks Learner
#columns:Front	Back	Tags
#tags column:3
A data engineer uses Auto Loader to ingest JSON files from cloud storage into a Unity Catalog Delta table. New source files sometimes contain additional columns not seen before. Which configuration correctly enables automatic schema evolution?<br><br><b>A.</b> .option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;none&#x27;).option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)<br><b>B.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;).option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;addNewColumns&#x27;)<br><b>C.</b> .option(&#x27;cloudFiles.inferSchema&#x27;, &#x27;true&#x27;).option(&#x27;cloudFiles.schemaEvolution&#x27;, &#x27;true&#x27;)<br><b>D.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)	<b>Answer: B</b><br><br>Auto Loader requires &#x27;cloudFiles.schemaLocation&#x27; (to persist the inferred schema) AND &#x27;cloudFiles.schemaEvolutionMode&#x27; set to &#x27;addNewColumns&#x27; to automatically merge new columns from incoming files. Option A disables evolution. Option C uses non-existent options. Option D stores the schema but does not configure evolution behaviour.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::sample
A data engineer needs access to a table new_table, but they do not have the correct permissions. They can ask the table owner for permission, but they do not know who the table owner is.<br>Which of the following approaches can be used to identify the owner of new_table?<br><br><b>A.</b> Review the Permissions tab in the table&#x27;s page in Data Explorer<br><b>B.</b> There is no way to identify the owner of the table<br><b>C.</b> Review the Owner field in the table&#x27;s page in Data Explorer <br><b>D.</b> Review the Owner field in the table&#x27;s page in the cloud storage solution	<b>Answer: C</b><br><br>C. In **Data Explorer / Catalog Explorer**, every table&#x27;s overview page shows the **Owner** field — that&#x27;s where you find who can grant you access. A (Permissions tab) lists who has what privileges, not the owner. B is wrong — the owner is always discoverable. D (cloud storage UI) shows storage-account ownership, not Databricks table ownership. [Community vote] C: 3.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
A data engineer is attempting to drop a Spark SQL table my_table. The data engineer wants to delete all table metadata and data.<br>They run the following command:<br>DROP TABLE IF EXISTS my_table -<br>While the object no longer appears when they run SHOW TABLES, the data files still exist.<br>Which of the following describes why the data files still exist and the metadata files were deleted?<br><br><b>A.</b> The table’s data was larger than 10 GB<br><b>B.</b> The table’s data was smaller than 10 GB<br><b>C.</b> The table was external <br><b>D.</b> The table did not have a location<br><b>E.</b> The table was managed	<b>Answer: C</b><br><br>C. For an **external** table, DROP TABLE only removes the metadata from the metastore — the underlying data files at the LOCATION are left intact (so other systems can keep using them). A and B (size) are irrelevant. D (no location) — external tables by definition have a LOCATION. E (managed) is the opposite: dropping a managed table deletes both metadata and data. [Community vote] C: 17.	topic::Data_Transformation_and_Modeling subtopic::Data_cleaning_with_PySpark_SQL source::examtopics
A data engineer wants to create a data entity from a couple of tables. The data entity must be used by other data engineers in other sessions. It also must be saved to a physical location.<br>Which of the following data entities should the data engineer create?<br><br><b>A.</b> Table <br><b>B.</b> Function<br><b>C.</b> View<br><b>D.</b> Temporary view	<b>Answer: A</b><br><br>A. A **Table** is a persistent, materialised data entity stored at a physical location and accessible across sessions to other users — exactly what the scenario requires. B (function) is not a data entity. C (view) is persistent and cross-session but holds no physical data — the scenario explicitly requires &quot;saved to a physical location.&quot; D (temporary view) is session-scoped. [Community vote] A: 7, C: 2.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is maintaining a data pipeline. Upon data ingestion, the data engineer notices that the source data is starting to have a lower level of quality. The data engineer would like to automate the process of monitoring the quality level.<br>Which of the following tools can the data engineer use to solve this problem?<br><br><b>A.</b> Auto Loader<br><b>B.</b> Unity Catalog<br><b>C.</b> Delta Lake<br><b>D.</b> Delta Live Tables 	<b>Answer: D</b><br><br>D. **Delta Live Tables** lets you declare `EXPECTATIONS` (e.g. `EXPECT (col IS NOT NULL)`) that automatically monitor incoming data quality, surface pass/fail counts in the event log and UI, and optionally drop or fail on violation. A (Auto Loader) ingests files. B (Unity Catalog) is governance. C (Delta Lake) is the storage layer. None of these provide automated quality monitoring out of the box. [Community vote] D: 3.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer and data analyst are working together on a data pipeline. The data engineer is working on the raw, bronze, and silver layers of the pipeline using Python, and the data analyst is working on the gold layer of the pipeline using SQL. The raw source of the pipeline is a streaming input. They now want to migrate their pipeline to use Delta Live Tables.<br>Which of the following changes will need to be made to the pipeline when migrating to Delta Live Tables?<br><br><b>A.</b> The pipeline will need to be written entirely in Python<br><b>B.</b> The pipeline will need to stop using the medallion-based multi-hop architecture<br><b>C.</b> The pipeline will need to be written entirely in SQL<br><b>D.</b> The pipeline will need to use a batch source in place of a streaming source 	<b>Answer: D</b><br><br>⚠️ The stated answer D appears incorrect. Delta Live Tables natively supports streaming sources via streaming live tables (Python: `@dlt.table` over `spark.readStream`, SQL: `CREATE STREAMING LIVE TABLE`), so the pipeline does NOT have to switch to a batch source. A is also wrong: DLT supports mixing Python and SQL within the same pipeline (one notebook per language, glued by the pipeline). B is wrong: the medallion (bronze/silver/gold) architecture is the recommended DLT pattern, not something to abandon. C is wrong for the same reason as A. The truthful answer is &quot;no changes required,&quot; which is not among the options — flagging for review.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer has a Job that has a complex run schedule, and they want to transfer that schedule to other Jobs.<br>Rather than manually selecting each value in the scheduling form in Databricks, which of the following tools can the data engineer use to represent and submit the schedule programmatically?<br><br><b>A.</b> pyspark.sql.types.DateType<br><b>B.</b> datetime<br><b>C.</b> pyspark.sql.types.TimestampType<br><b>D.</b> Cron syntax	<b>Answer: D</b><br><br>D. **Cron syntax** is the standard string-based, portable representation of a recurring schedule — Databricks Jobs accepts a `quartz_cron_expression` so you can copy/paste the same schedule between jobs (and version-control it). A, B, C are Python data types for representing single dates/times, not schedules. [Community vote] D: 4.	topic::Working_with_Lakeflow_Jobs subtopic::Job_schedules_and_trigger_types source::examtopics
A data analyst has developed a query that runs against Delta table. They want help from the data engineering team to implement a series of tests to ensure the data returned by the query is clean. However, the data engineering team uses Python for its tests rather than SQL.<br>Which of the following operations could the data engineering team use to run the query and operate with the results in PySpark?<br><br><b>A.</b> SELECT * FROM sales<br><b>B.</b> spark.delta.table<br><b>C.</b> spark.sql <br><b>D.</b> spark.table	<b>Answer: C</b><br><br>C. `spark.sql(&quot;SELECT ...&quot;)` runs an arbitrary SQL query and returns a DataFrame — perfect when the analyst already has a SQL query and the engineers want to test the results in Python. A is the SQL itself, not Python. B (`spark.delta.table`) isn&#x27;t an API. D (`spark.table`) accesses a *table by name* but the scenario gives you a *query*, not a table reference. [Community vote] C: 4, D: 1.	topic::Data_Transformation_and_Modeling subtopic::Data_cleaning_with_PySpark_SQL source::examtopics
A data organization leader is upset about the data analysis team’s reports being different from the data engineering team’s reports. The leader believes the siloed nature of their organization’s data engineering and data analysis architectures is to blame.<br>Which of the following describes how a data lakehouse could alleviate this issue?<br><br><b>A.</b> Both teams would respond more quickly to ad-hoc requests<br><b>B.</b> Both teams would use the same source of truth for their work <br><b>C.</b> Both teams would reorganize to report to the same department<br><b>D.</b> Both teams would be able to collaborate on projects in real-time	<b>Answer: B</b><br><br>B. The defining benefit of a **lakehouse** is one governed copy of the data serving both engineering and analytics — eliminating the warehouse/lake silo that causes mismatching numbers. A (ad-hoc speed), C (org reporting), D (collaboration) are nice but don&#x27;t address the *root cause* (different teams reading different sources). [Community vote] B: 5.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Which Structured Streaming query is performing a hop from a Silver table to a Gold table?<br><br><b>A.</b> <img src="image74.png"><br><b>B.</b> <img src="image75.png"><br><b>C.</b> <img src="image76.png"><br><b>D.</b> <img src="image77.png">	<b>Answer: D</b><br><br>D. A Silver→Gold hop in Structured Streaming typically reads from a Silver source, applies aggregations (Gold is the business-aggregated layer), and writes back with `.writeStream` using `outputMode(&quot;complete&quot;)` (required for aggregations). Option D shows exactly that pattern: reading a `sales` table, aggregating with `groupBy(&quot;store&quot;).agg(sum(&quot;sales&quot;))`, and `.writeStream...outputMode(&quot;complete&quot;).table(...)`. The other options either omit aggregations, use the wrong output mode, or write back to the same source. [Community vote] D: 9, B: 1.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
<img src="image9.png"><br>A data engineer has configured a Structured Streaming job to read from a table, manipulate the data, and then perform a streaming write into a new table.<br>The cade block used by the data engineer is below:<br>If the data engineer only wants the query to execute a micro-batch to process data every 5 seconds, which of the following lines of code should the data engineer use to fill in the blank?<br><br><b>A.</b> trigger(&quot;5 seconds&quot;)<br><b>B.</b> trigger()<br><b>C.</b> trigger(once=&quot;5 seconds&quot;)<br><b>D.</b> trigger(processingTime=&quot;5 seconds&quot;) <br><b>E.</b> trigger(continuous=&quot;5 seconds&quot;)	<b>Answer: D</b><br><br>D. `trigger(processingTime=&quot;5 seconds&quot;)` is the Structured Streaming trigger that fires a micro-batch every 5 seconds. A (`trigger(&quot;5 seconds&quot;)`) is missing the keyword arg. B (`trigger()`) is invalid — trigger needs an arg. C (`trigger(once=&quot;5 seconds&quot;)`) — `once` is a boolean, not a duration (it runs the query exactly once then stops). E (`trigger(continuous=&quot;5 seconds&quot;)`) is the experimental continuous-processing mode, which is checkpoint-frequency-based and a different paradigm — not the standard micro-batch interval. [Community vote] D: 18.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Which of the following describes when to use the CREATE STREAMING LIVE TABLE (formerly CREATE INCREMENTAL LIVE TABLE) syntax over the CREATE LIVE TABLE syntax when creating Delta Live Tables (DLT) tables using SQL?<br><br><b>A.</b> CREATE STREAMING LIVE TABLE should be used when the subsequent step in the DLT pipeline is static.<br><b>B.</b> CREATE STREAMING LIVE TABLE should be used when data needs to be processed incrementally. <br><b>C.</b> CREATE STREAMING LIVE TABLE is redundant for DLT and it does not need to be used.<br><b>D.</b> CREATE STREAMING LIVE TABLE should be used when data needs to be processed through complicated aggregations.<br><b>E.</b> CREATE STREAMING LIVE TABLE should be used when the previous step in the DLT pipeline is static.	<b>Answer: B</b><br><br>B. `CREATE STREAMING LIVE TABLE` (now &quot;STREAMING TABLE&quot;) is for **incremental** processing — each pipeline update processes only new records since the last checkpoint. `CREATE LIVE TABLE` (now &quot;MATERIALIZED VIEW&quot;) fully recomputes every update. A and E about the adjacent step&#x27;s nature are irrelevant. C is wrong — the choice matters. D (complicated aggregations) actually favours full-recompute MATERIALIZED VIEW, since aggregating a stream incrementally is tricky. [Community vote] B: 27.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer has joined an existing project and they see the following query in the project repository:<br>CREATE STREAMING LIVE TABLE loyal_customers AS<br>SELECT customer_id -<br>FROM STREAM(LIVE.customers)<br>WHERE loyalty_level = &#x27;high&#x27;;<br>Which of the following describes why the STREAM function is included in the query?<br><br><b>A.</b> The STREAM function is not needed and will cause an error.<br><b>B.</b> The data in the customers table has been updated since its last run.<br><b>C.</b> The customers table is a streaming live table. <br><b>D.</b> The customers table is a reference to a Structured Streaming query on a PySpark DataFrame.	<b>Answer: C</b><br><br>C. The `STREAM(LIVE.customers)` wrapper tells DLT to read `customers` as a **stream** — which is required when `customers` is itself a STREAMING LIVE TABLE (a stream-only source). If you omitted `STREAM()`, you&#x27;d be doing a full batch read. A (not needed) is wrong. B (&quot;updated since last run&quot;) describes streaming behaviour but doesn&#x27;t explain the *requirement* for STREAM. D conflates DLT with PySpark Structured Streaming. [Community vote] C: 5.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer wants to schedule their Databricks SQL dashboard to refresh once per day, but they only want the associated SQL endpoint to be running when it is necessary.<br>Which of the following approaches can the data engineer use to minimize the total running time of the SQL endpoint used in the refresh schedule of their dashboard?<br><br><b>A.</b> They can ensure the dashboard’s SQL endpoint matches each of the queries’ SQL endpoints.<br><b>B.</b> They can set up the dashboard’s SQL endpoint to be serverless.<br><b>C.</b> They can turn on the Auto Stop feature for the SQL endpoint. <br><b>D.</b> They can reduce the cluster size of the SQL endpoint.<br><b>E.</b> They can ensure the dashboard’s SQL endpoint is not one of the included query’s SQL endpoint.	<b>Answer: C</b><br><br>C. **Auto Stop** terminates the SQL endpoint after a configurable idle period — perfect when a daily dashboard refresh is the only workload. A (matching endpoints) doesn&#x27;t reduce runtime. B (serverless) speeds startup but the warehouse still runs while queries run. D (smaller cluster) makes queries slower, not the endpoint shorter-lived. E (separate endpoints) is not directly about runtime. [Community vote] C: 26.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
A data engineer has a Job with multiple tasks that runs nightly. Each of the tasks runs slowly because the clusters take a long time to start.<br>Which of the following actions can the data engineer perform to improve the start up time for the clusters used for the Job?<br><br><b>A.</b> They can use endpoints available in Databricks SQL<br><b>B.</b> They can use jobs clusters instead of all-purpose clusters<br><b>C.</b> They can configure the clusters to be single-node<br><b>D.</b> They can use clusters that are from a cluster pool <br><b>E.</b> They can configure the clusters to autoscale for larger data sizes	<b>Answer: D</b><br><br>D. **Cluster pools** maintain idle, pre-warmed VMs; jobs that draw from the pool skip the cloud-VM-provisioning step (often 3-5 minutes). A (SQL endpoints) is for SQL queries. B (jobs vs all-purpose) both cold-start equally. C (single-node) just changes node count, not startup latency. E (autoscale) is a runtime concern, not startup. [Community vote] D: 25, B: 2, C: 1.	topic::Databricks_Intelligence_Platform subtopic::Compute_services source::examtopics
A new data engineering team team. has been assigned to an ELT project. The new data engineering team will need full privileges on the database customers to fully manage the project.<br>Which of the following commands can be used to grant full permissions on the database to the new data engineering team?<br><br><b>A.</b> GRANT USAGE ON DATABASE customers TO team;<br><b>B.</b> GRANT ALL PRIVILEGES ON DATABASE team TO customers;<br><b>C.</b> GRANT SELECT PRIVILEGES ON DATABASE customers TO teams;<br><b>D.</b> GRANT SELECT CREATE MODIFY USAGE PRIVILEGES ON DATABASE customers TO team;<br><b>E.</b> GRANT ALL PRIVILEGES ON DATABASE customers TO team;	<b>Answer: E</b><br><br>E. `GRANT ALL PRIVILEGES ON DATABASE customers TO team` is the correct SQL to give the team full rights at the database/schema level. A (USAGE only) lets them see but not modify. B has principal/object swapped. C is malformed (`SELECT PRIVILEGES` isn&#x27;t valid syntax; also wrong recipient). D invents a multi-keyword syntax that isn&#x27;t valid (you&#x27;d need separate GRANT statements, and CREATE is correct but the chain is malformed). [Community vote] E: 14, D: 2.	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
A new data engineering team has been assigned to work on a project. The team will need access to database customers in order to see what tables already exist. The team has its own group team.<br>Which of the following commands can be used to grant the necessary permission on the entire database to the new team?<br><br><b>A.</b> GRANT VIEW ON CATALOG customers TO team;<br><b>B.</b> GRANT CREATE ON DATABASE customers TO team;<br><b>C.</b> GRANT USAGE ON CATALOG team TO customers;<br><b>D.</b> GRANT CREATE ON DATABASE team TO customers;<br><b>E.</b> GRANT USAGE ON DATABASE customers TO team;	<b>Answer: E</b><br><br>E. `GRANT USAGE ON DATABASE customers TO team` gives the team the right to **see and reference** objects in that database (a prerequisite for SHOW TABLES and SELECT). A uses `VIEW` (not a privilege) and wrong scope (`CATALOG`). B (CREATE) lets them create tables, not list existing ones. C and D swap principal and object. [Community vote] E: 31, A: 7, B: 2.	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
A data engineer is running code in a Databricks Repo that is cloned from a central Git repository. A colleague of the data engineer informs them that changes have been made and synced to the central Git repository. The data engineer now needs to sync their Databricks Repo to get the changes from the central Git repository.<br>Which Git operation does the data engineer need to run to accomplish this task?<br><br><b>A.</b> Clone<br><b>B.</b> Pull<br><b>C.</b> Merge<br><b>D.</b> Push	<b>Answer: B</b><br><br>B. **Pull** fetches and integrates changes from a remote into the local clone — exactly what&#x27;s needed to sync up after a colleague has pushed changes. A (Clone) is for the initial copy. C (Merge) is part of what pull does internally, but the user-facing operation is pull. D (Push) sends local commits to the remote (the opposite direction). [Community vote] B: 2.	topic::Implementing_CI_CD subtopic::Databricks_Repos_and_Git_integration source::examtopics
Which of the following describes a scenario in which a data engineer will want to use a single-node cluster?<br><br><b>A.</b> When they are working interactively with a small amount of data<br><b>B.</b> When they are running automated reports to be refreshed as quickly as possible<br><b>C.</b> When they are working with SQL within Databricks SQL<br><b>D.</b> When they are concerned about the ability to automatically scale with larger data<br><b>E.</b> When they are manually running reports with a large amount of data	<b>Answer: A</b><br><br>A. A **single-node cluster** has a driver only (no workers), which is ideal for **interactive work on small datasets** (light Python/ML/single-machine libraries) — cheaper, faster to start, no inter-node shuffle overhead. B (fast automated reports) wants cluster pools, not single-node. C (Databricks SQL) uses SQL Warehouses, not clusters. D (autoscale to large data) is exactly what single-node can&#x27;t do. E (large manual reports) needs a multi-node cluster. [Community vote] A: 8.	topic::Databricks_Intelligence_Platform subtopic::Compute_services source::examtopics
Which of the following describes the relationship between Bronze tables and raw data?<br><br><b>A.</b> Bronze tables contain less data than raw data files.<br><b>B.</b> Bronze tables contain more truthful data than raw data.<br><b>C.</b> Bronze tables contain raw data with a schema applied.<br><b>D.</b> Bronze tables contain a less refined view of data than raw data.	<b>Answer: C</b><br><br>C. **Bronze** holds raw data with a schema applied (so it&#x27;s queryable as a Delta table) but **no other transformations**. A is generally false — Bronze typically has the same row count as raw. B (&quot;more truthful&quot;) is subjective and not the structural difference. D inverts the relationship (Bronze is *more* refined than raw, having a schema). [Community vote] C: 2.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer has realized that they made a mistake when making a daily update to a table. They need to use Delta time travel to restore the table to a version that is 3 days old. However, when the data engineer attempts to time travel to the older version, they are unable to restore the data because the data files have been deleted.<br>Which of the following explains why the data files are no longer present?<br><br><b>A.</b> The VACUUM command was run on the table<br><b>B.</b> The TIME TRAVEL command was run on the table<br><b>C.</b> The DELETE HISTORY command was run on the table<br><b>D.</b> The OPTIMIZE command was nun on the table	<b>Answer: A</b><br><br>A. **VACUUM** permanently deletes data files that are no longer referenced by recent table versions (default retention 7 days). If VACUUM ran with a short retention, files needed for older versions get removed and time travel to them fails. B (`TIME TRAVEL`) isn&#x27;t a separate command. C (`DELETE HISTORY`) isn&#x27;t a Delta command. D (OPTIMIZE) compacts files but does **not** delete data files needed for older versions — only VACUUM does that. [Community vote] A: 2.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
A data engineer needs to apply custom logic to string column city in table stores for a specific use case. In order to apply this custom logic at scale, the data engineer wants to create a SQL user-defined function (UDF).<br>Which of the following code blocks creates this SQL UDF?<br><br><b>A.</b> <img src="image70.png"><br><b>B.</b> <img src="image71.png"><br><b>C.</b> <img src="image72.png"><br><b>D.</b> <img src="image73.png">	<b>Answer: A</b><br><br>A. The correct SQL UDF syntax is `CREATE FUNCTION &lt;name&gt;(&lt;arg&gt; &lt;type&gt;) RETURNS &lt;type&gt; RETURN &lt;expression&gt;`. Option A shows `CREATE FUNCTION combine_nyc(city STRING) RETURNS STRING RETURN CASE WHEN city = &quot;brooklyn&quot; THEN &quot;new york&quot; ELSE city END;` — valid SQL UDF. The other options have errors like missing RETURN keyword, wrong RETURNS position, or use Python-style syntax (DEF, def). [Community vote] A: 4.	topic::Data_Transformation_and_Modeling subtopic::Column_and_row_manipulation source::examtopics
An engineering manager uses a Databricks SQL query to monitor ingestion latency for each data source. The manager checks the results of the query every day, but they are manually rerunning the query each day and waiting for the results.<br>Which of the following approaches can the manager use to ensure the results of the query are updated each day?<br><br><b>A.</b> They can schedule the query to refresh every 1 day from the SQL endpoint&#x27;s page in Databricks SQL.<br><b>B.</b> They can schedule the query to refresh every 12 hours from the SQL endpoint&#x27;s page in Databricks SQL.<br><b>C.</b> They can schedule the query to refresh every 1 day from the query&#x27;s page in Databricks SQL. <br><b>D.</b> They can schedule the query to run every 12 hours from the Jobs UI.	<b>Answer: C</b><br><br>C. Databricks SQL queries have a per-query scheduler (Schedule button on the query&#x27;s page); the manager sets it to refresh every 1 day. A and B are wrong because the schedule belongs to the *query*, not to the *SQL endpoint*. D would use Jobs UI, which is for notebooks/scripts, not for ad-hoc SQL query refreshes (and the wrong interval). [Community vote] C: 2.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Which of the following SQL keywords can be used to convert a table from a long format to a wide format?<br><br><b>A.</b> TRANSFORM<br><b>B.</b> PIVOT<br><b>C.</b> SUM<br><b>D.</b> CONVERT<br><b>E.</b> WHERE	<b>Answer: B</b><br><br>B. **PIVOT** rotates rows into columns (long → wide). A (TRANSFORM) applies a function to elements; not a reshape. C (SUM) is an aggregate. D (CONVERT) is type casting in other dialects, not a reshape. E (WHERE) is a filter. [Community vote] B: 8.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
<img src="image69.png"><br>The Delta transaction log for the ‘students’ tables is shown using the ‘DESCRIBE HISTORY students’ command. A Data Engineer needs to query the table as it existed before the UPDATE operation listed in the log.<br>Which command should the Data Engineer use to achieve this? (Choose two.)<br><br><b>A.</b> SELECT * FROM students@v4 <br><b>B.</b> SELECT * FROM students TIMESTAMP AS OF ‘2024-04-22T 14:32:47.000+00:00’ <br><b>C.</b> SELECT * FROM students FROM HISTORY VERSION AS OF 3<br><b>D.</b> SELECT * FROM students VERSION AS OF 5<br><b>E.</b> SELECT * FROM students TIMESTAMP AS OF ‘2024-04-22T 14:32:58.000+00:00’	<b>Answer: AB</b><br><br>A and B. To query the table **before** the UPDATE, you need the version (or timestamp) that came *immediately before* it. A (`@v4` shorthand) and B (the earlier timestamp `14:32:47`) both point to that pre-UPDATE version. C uses invalid syntax (`FROM HISTORY VERSION AS OF`). D (`VERSION AS OF 5`) points to the UPDATE version itself, not before it. E (timestamp `14:32:58`) is after the UPDATE.<br><br>[Community vote] AB: 8 (matches stated), BD: 3. The minority is reading version 5 as the pre-UPDATE state — this depends on whether version 5 is the UPDATE itself or the state after some prior operation; here AB is the consistent reading.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer needs to apply custom logic to identify employees with more than 5 years of experience in array column employees in table stores. The custom logic should create a new column exp_employees that is an array of all of the employees with more than 5 years of experience for each row. In order to apply this custom logic at scale, the data engineer wants to use the FILTER higher-order function.<br>Which code block successfully completes this task?<br><br><b>A.</b> <img src="image55.png"><br><b>B.</b> <img src="image56.png"><br><b>C.</b> <img src="image57.png"><br><b>D.</b> <img src="image58.png">	<b>Answer: A</b><br><br>A. The correct pattern for the higher-order `FILTER` function in Spark SQL is `FILTER(employees, e -&gt; e.years_experience &gt; 5)` — applied via a SELECT with `AS exp_employees`. Option A shows that pattern. Other options use wrong syntax (e.g. invalid lambda form, wrong function name, or filter the rows of the table rather than the array elements). [Community vote] A: 7, B: 1.	topic::Data_Transformation_and_Modeling subtopic::Column_and_row_manipulation source::examtopics
A data engineer that is new to using Python needs to create a Python function to add two integers together and return the sum?<br>Which of the following code blocks can the data engineer use to complete this task?<br><br><b>A.</b> <img src="image26.png"><br><b>B.</b> <img src="image27.png"><br><b>C.</b> <img src="image28.png"><br><b>D.</b> <img src="image29.png"><br><b>E.</b> <img src="image30.png">	<b>Answer: D</b><br><br>D. Python function definitions use `def name(args):` followed by an indented block ending in `return`. Option D shows the canonical pattern (`def add(a, b): return a + b`). Other options use wrong keyword order, miss the colon, miss the return, or use non-Python syntax. [Community vote] D: 11.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
<img src="image63.png"><br>A data engineer has configured a Structured Streaming job to read from a table, manipulate the data, and then perform a streaming write into a new table.<br>The code block used by the data engineer is below:<br>Which line of code should the data engineer use to fill in the blank if the data engineer only wants the query to execute a micro-batch to process data every 5 seconds?<br><br><b>A.</b> trigger(&quot;5 seconds&quot;)<br><b>B.</b> trigger(continuous=&quot;5 seconds&quot;)<br><b>C.</b> trigger(once=&quot;5 seconds&quot;)<br><b>D.</b> trigger(processingTime=&quot;5 seconds&quot;) 	<b>Answer: D</b><br><br>D. `trigger(processingTime=&quot;5 seconds&quot;)` schedules a micro-batch every 5 seconds — the documented way to set the micro-batch interval. A is invalid syntax: `trigger` has no positional string argument. B (`continuous=...`) selects the experimental continuous processing mode (no micro-batches), not what the question asks. C (`once=...`) is meant for one-shot processing and does not take a time interval.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer has developed a data pipeline to ingest data from a JSON source using Auto Loader, but the engineer has not provided any type inference or schema hints in their pipeline. Upon reviewing the data, the data engineer has noticed that all of the columns in the target table are of the string type despite some of the fields only including float or boolean values.<br>Why has Auto Loader inferred all of the columns to be of the string type?<br><br><b>A.</b> Auto Loader cannot infer the schema of ingested data<br><b>B.</b> JSON data is a text-based format <br><b>C.</b> Auto Loader only works with string data<br><b>D.</b> All of the fields had at least one null value	<b>Answer: B</b><br><br>B. Auto Loader does infer schema for JSON (so A is false), but because JSON is a text-based format with no inherent type information — `123` and `&quot;123&quot;` look the same on the wire — Auto Loader&#x27;s default is to read every column as STRING. To get typed columns you either set `cloudFiles.inferColumnTypes=true` or supply schema hints. A directly contradicts how Auto Loader actually works. C is false — Auto Loader works with many data types under the right configuration. D is false — nulls do not force string coercion.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::examtopics
Which of the following data workloads will utilize a Gold table as its source?<br><br><b>A.</b> A job that enriches data by parsing its timestamps into a human-readable format<br><b>B.</b> A job that aggregates uncleaned data to create standard summary statistics<br><b>C.</b> A job that cleans data by removing malformatted records<br><b>D.</b> A job that queries aggregated data designed to feed into a dashboard <br><b>E.</b> A job that ingests raw data from a streaming source into the Lakehouse	<b>Answer: D</b><br><br>D. **Gold** tables are the business-aggregated layer designed for direct consumption by dashboards and reports. A (parsing timestamps) is a Silver-layer cleanup. B (aggregating raw/unclean data) is wrong because Gold builds from clean Silver. C (cleaning) is Silver. E (raw streaming ingest) is Bronze. [Community vote] D: 3.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Which two components function in the DB platform architecture’s control plane? (Choose two.)<br><br><b>A.</b> Virtual Machines<br><b>B.</b> Compute Orchestration <br><b>C.</b> Serverless Compute<br><b>D.</b> Compute<br><b>E.</b> Unity Catalog 	<b>Answer: BE</b><br><br>B and E. The **control plane** holds platform services: **Compute Orchestration** (cluster manager) and **Unity Catalog** (governance/metastore) both live there. A (VMs), C (Serverless Compute), D (Compute) are all compute resources that live in the data plane (customer cloud account) or Databricks&#x27; serverless compute plane — they&#x27;re not control-plane services. [Community vote] BE: 3.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Which of the following describes the type of workloads that are always compatible with Auto Loader?<br><br><b>A.</b> Streaming workloads <br><b>B.</b> Machine learning workloads<br><b>C.</b> Serverless workloads<br><b>D.</b> Batch workloads<br><b>E.</b> Dashboard workloads	<b>Answer: A</b><br><br>A. Auto Loader is fundamentally a **Structured Streaming** source — streaming workloads are its canonical use. Note: Auto Loader can also be run batch-style via `trigger(availableNow=True)`, but D&#x27;s wording (&quot;workloads always compatible&quot;) points to the always-streaming-compatible mode. B (ML), C (serverless), E (dashboards) aren&#x27;t workload types tied to Auto Loader. [Community vote] A: 7.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::examtopics
